asset_class,asset_subclass,has_market_price,has_cash_flows,has_options_features,is_exchange_traded,liquidity,maturity_years,has_credit_risk,has_early_exercise,is_path_dependent,data_availability,volatility_available,ifrs_level,recommended_method
Equity,E-commerce Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Bond,CDS,1,1,0,0,High,3.95,1,0,0,Sparse,0,3,Credit-Model
Bond,Sovereign Emerging Bond,1,1,0,1,Low,9.35,1,0,0,Partial,1,2,Credit-Model
Derivative,Equity Index Future,1,0,0,1,High,0.28,0,0,0,Full,1,1,Forward-Pricing
Option,Barrier Option,0,0,1,0,Low,1.9,0,0,1,Sparse,1,3,Monte-Carlo
Option,European Call,1,0,1,1,High,0.53,0,0,0,Full,1,1,Black-Scholes
Derivative,Equity Swap,0,1,0,0,Low,1.37,1,0,0,Sparse,1,2,DCF
Option,European Put,1,0,1,1,High,1.47,0,0,0,Full,1,1,Black-Scholes
Bond,Government Bond,1,1,0,1,High,8.81,0,0,0,Partial,1,2,DCF
Bond,Municipal Bond,0,1,0,0,Low,28.16,1,0,0,Sparse,0,3,DCF
Currency,EM FX Forward,0,0,0,0,Low,0.36,0,0,0,Sparse,1,3,Forward-Pricing
Bond,Corporate Bond (HY),1,1,0,1,Medium,11.06,1,0,0,Partial,1,1,Credit-Model
Option,Lookback Option,0,0,1,0,Low,1.69,0,0,1,Sparse,1,3,Monte-Carlo
Bond,Treasury Bill,1,1,0,1,High,0.15,0,0,0,Full,1,1,DCF
Bond,Municipal Bond,0,1,0,0,Low,16.69,1,0,0,Partial,0,2,DCF
Derivative,Interest Rate Swap,0,1,0,0,Medium,14.51,1,0,0,Partial,0,2,DCF
Equity,Utility Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Commodity,Commodity Spot,1,0,0,1,Medium,0.44,0,0,0,Full,1,1,Cost-of-Carry
Option,American Put,1,0,1,1,Medium,0.68,0,1,0,Partial,1,2,Binomial-Tree
Derivative,Interest Rate Swap,0,1,0,0,High,27.48,1,0,0,Partial,0,2,DCF
Option,American Put,1,0,1,1,High,0.23,0,1,0,Full,1,2,Binomial-Tree
Bond,Municipal Bond,0,1,0,0,Medium,21.49,1,0,0,Sparse,0,3,DCF
Derivative,Interest Rate Swap,0,1,0,0,Medium,17.94,1,0,0,Full,0,2,DCF
Bond,Corporate Bond (IG),1,1,0,1,High,14.11,1,0,0,Full,1,1,DCF
Equity,SaaS Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Bond,MBS,0,1,0,0,Medium,8.96,1,0,0,Sparse,0,3,DCF
Commodity,Energy,1,0,0,1,Medium,1.63,0,0,0,Full,1,1,Cost-of-Carry
Option,OTC European Option,0,0,1,0,Medium,2.53,1,0,0,Partial,1,3,Black-Scholes
Derivative,Interest Rate Swap,0,1,0,0,High,10.95,1,0,0,Partial,0,3,DCF
Bond,Corporate Bond (HY),1,1,0,1,Low,2.68,1,0,0,Sparse,1,2,Credit-Model
Commodity,Precious Metal,1,0,0,1,High,0.9,0,0,0,Full,1,1,Cost-of-Carry
Currency,FX Forward,1,0,0,0,High,0.17,0,0,0,Full,1,1,Forward-Pricing
Option,American Put,1,0,1,1,High,1.43,0,1,0,Full,1,1,Binomial-Tree
Option,European Put,1,0,1,1,Medium,1.7,0,0,0,Full,1,1,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,High,25.54,1,0,0,Partial,1,2,DCF
Bond,CDS,1,1,0,0,Low,4.24,1,0,0,Partial,0,2,Credit-Model
Option,European Put,1,0,1,1,Medium,1.29,0,0,0,Full,1,2,Black-Scholes
Derivative,Equity Index Future,1,0,0,1,High,0.1,0,0,0,Full,1,1,Forward-Pricing
Option,Asian Option,0,0,1,0,Medium,2.63,0,0,1,Partial,1,2,Monte-Carlo
Bond,Corporate Bond (IG),1,1,0,1,Medium,8.27,1,0,0,Full,1,2,DCF
Commodity,Precious Metal Spot,1,0,0,1,High,,0,0,0,Full,1,1,Cost-of-Carry
Bond,Municipal Bond,0,1,0,0,Low,18.13,1,0,0,Partial,0,3,DCF
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Option,European Put,1,0,1,1,High,1.53,0,0,0,Full,1,1,Black-Scholes
Commodity,Commodity Forward,1,0,0,1,Medium,1.04,0,0,0,Full,1,2,Cost-of-Carry
Equity,Biotech Stock,1,0,0,1,High,,0,0,0,Full,1,2,Relative
Currency,Major FX Forward,1,0,0,0,Medium,0.76,0,0,0,Full,1,1,Forward-Pricing
Bond,Government Bond,1,1,0,1,Medium,23.61,0,0,0,Full,1,1,DCF
Currency,EM FX Forward,0,0,0,0,Medium,0.92,0,0,0,Sparse,1,3,Forward-Pricing
Option,Barrier Option,0,0,1,0,Low,1.1,0,0,1,Sparse,1,3,Monte-Carlo
Equity,REIT,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Commodity,Commodity Spot,1,0,0,1,Medium,0.22,0,0,0,Full,1,1,Cost-of-Carry
Derivative,FX Option,0,0,1,0,Medium,1.18,0,0,0,Partial,1,2,Black-Scholes
Option,European Put,1,0,1,1,Medium,1.18,0,0,0,Full,1,1,Black-Scholes
Commodity,Industrial Metal,1,0,0,1,Medium,1.44,0,0,0,Full,1,1,Cost-of-Carry
Equity,Growth Tech Stock,1,0,0,1,Medium,,0,0,0,Partial,1,2,Relative
Bond,Corporate Bond (IG),1,1,0,1,High,29.28,1,0,0,Partial,1,2,DCF
Option,European Option,1,0,1,1,Medium,0.68,0,0,0,Full,1,1,Black-Scholes
Option,OTC European Option,0,0,1,0,Low,2.71,1,0,0,Partial,1,2,Black-Scholes
Option,OTC European Option,0,0,1,0,Low,2.56,1,0,0,Partial,1,2,Black-Scholes
Bond,Convertible Bond,1,1,1,1,Medium,6.01,1,1,0,Partial,1,2,Credit-Model
Option,European Put,1,0,1,1,High,0.07,0,0,0,Partial,1,1,Black-Scholes
Derivative,Interest Rate Swap,0,1,0,0,High,3.99,1,0,0,Full,0,2,DCF
Bond,Government Bond,1,1,0,1,Medium,23.34,0,0,0,Full,1,1,DCF
Commodity,Industrial Metal,1,0,0,1,Medium,1.28,0,0,0,Full,1,1,Cost-of-Carry
Option,European Put,1,0,1,1,High,1.86,0,0,0,Full,1,2,Black-Scholes
Equity,Blue Chip Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Government Bond ETF,1,1,0,1,High,8.546204114967075,0,0,0,Full,1,1,Mark-to-Market
Equity,SaaS Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Bond,Floating Rate Note,1,1,0,1,Medium,5.15,0,0,0,Partial,1,1,DCF
Bond,MBS,0,1,0,0,Low,22.33,1,0,0,Partial,0,3,DCF
Equity,Index ETF,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,American Put,1,0,1,1,High,0.8,0,1,0,Full,1,1,Binomial-Tree
Bond,Municipal Bond,0,1,0,0,Low,14.82,1,0,0,Sparse,0,2,DCF
Bond,Corporate Bond (IG),1,1,0,1,High,11.45,1,0,0,Partial,1,1,DCF
Currency,FX Forward,1,0,0,0,High,0.53,0,0,0,Full,1,1,Forward-Pricing
Bond,Corporate Bond (IG),1,1,0,1,High,24.32,1,0,0,Full,1,1,DCF
Bond,CDS,0,1,0,0,Medium,9.56,1,0,0,Partial,0,3,Credit-Model
Bond,Sovereign Emerging Bond,1,1,0,1,Low,26.18,1,0,0,Sparse,1,2,Credit-Model
Equity,SaaS Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Bond,CDS,1,1,0,0,Low,2.38,1,0,0,Sparse,0,3,Credit-Model
Bond,Corporate Bond (IG),1,1,0,1,High,2.67,1,0,0,Full,1,1,DCF
Bond,Government Bond,1,1,0,1,High,23.44,0,0,0,Full,1,1,DCF
Option,Asian Option,0,0,1,0,Low,1.62,0,0,1,Partial,1,2,Monte-Carlo
Bond,Sovereign Emerging Bond,1,1,0,1,Low,16.11,1,0,0,Sparse,1,2,Credit-Model
Equity,SaaS Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Bond,CDS,1,1,0,0,Medium,6.79,1,0,0,Sparse,0,2,Credit-Model
Bond,Corporate Bond (HY),1,1,0,1,Low,2.75,1,0,0,Partial,1,3,Credit-Model
Option,European Call,1,0,1,1,Medium,0.86,0,0,0,Full,1,2,Black-Scholes
Bond,Municipal Bond,0,1,0,0,Low,23.93,1,0,0,Sparse,0,3,DCF
Bond,Convertible Bond,1,1,1,1,Medium,5.48,1,1,0,Partial,1,2,Credit-Model
Commodity,Energy,1,0,0,1,Low,0.79,0,0,0,Partial,1,1,Cost-of-Carry
Derivative,Equity Swap,0,1,0,0,Low,4.23,1,0,0,Partial,1,2,DCF
Equity,Large Cap Dividend,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Bond,Corporate Bond (HY),1,1,0,1,Low,12.49,1,0,0,Partial,1,3,Credit-Model
Bond,Municipal Bond,0,1,0,0,Low,24.99,1,0,0,Sparse,0,3,DCF
Equity,REIT,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,European Call,1,0,1,1,Medium,0.18,0,0,0,Full,1,1,Black-Scholes
Commodity,Energy,1,0,0,1,Low,1.98,0,0,0,Full,1,1,Cost-of-Carry
Equity,Energy Major Stock,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Currency,Major FX Forward,1,0,0,0,High,0.62,0,0,0,Full,1,1,Forward-Pricing
Option,European Call,1,0,1,1,Medium,0.05,0,0,0,Full,1,2,Black-Scholes
Bond,CDS,0,1,0,0,Low,8.14,1,0,0,Sparse,0,2,Credit-Model
Option,OTC European Option,0,0,1,0,Low,1.24,1,0,0,Partial,1,3,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,Low,14.78,1,0,0,Partial,1,1,DCF
Bond,Government Bond,1,1,0,1,High,9.54,0,0,0,Full,1,1,DCF
Bond,Convertible Bond,1,1,1,1,Medium,7.49,1,1,0,Partial,1,3,Credit-Model
Commodity,Agriculture,1,0,0,1,High,0.61,0,0,0,Full,1,2,Cost-of-Carry
Commodity,Industrial Metal,1,0,0,1,Medium,1.47,0,0,0,Partial,1,2,Cost-of-Carry
Currency,Major FX Forward,1,0,0,0,Medium,0.46,0,0,0,Full,1,1,Forward-Pricing
Currency,Major FX Forward,1,0,0,0,High,0.71,0,0,0,Full,1,1,Forward-Pricing
Currency,Cross Currency Swap,0,1,0,0,Low,7.56,1,0,0,Full,0,3,Forward-Pricing
Currency,EM FX Forward,0,0,0,0,Low,0.15,0,0,0,Full,1,3,Forward-Pricing
Option,Swaption,0,0,1,0,Medium,5.32,0,0,0,Partial,1,3,Black-Scholes
Derivative,Commodity Future,1,0,0,1,Medium,1.77,0,0,0,Full,1,2,Cost-of-Carry
Option,European Put,1,0,1,1,High,0.64,0,0,0,Full,1,1,Black-Scholes
Option,Asian Option,0,0,1,0,Medium,1.59,0,0,1,Partial,1,2,Monte-Carlo
Bond,Government Bond,1,1,0,1,High,20.39,0,0,0,Partial,1,1,DCF
Option,European Put,1,0,1,1,High,0.82,0,0,0,Full,1,1,Black-Scholes
Bond,CDS,1,1,0,0,Medium,5.95,1,0,0,Partial,0,2,Credit-Model
Commodity,Commodity Spot,1,0,0,1,Medium,1.88,0,0,0,Full,1,1,Cost-of-Carry
Bond,Corporate Bond (HY),1,1,0,1,Low,5.66,1,0,0,Sparse,1,2,Credit-Model
Option,Asian Option,0,0,1,0,Medium,1.53,0,0,1,Sparse,1,2,Monte-Carlo
Derivative,Interest Rate Swap,0,1,0,0,High,23.66,1,0,0,Full,0,2,DCF
Option,Asian Option,0,0,1,0,Medium,0.94,0,0,1,Partial,1,3,Monte-Carlo
Bond,Government Bond,1,1,0,1,High,25.47,0,0,0,Partial,1,1,DCF
Bond,Corporate Bond (IG),1,1,0,1,High,27.75,1,0,0,Partial,1,2,DCF
Option,American Put,1,0,1,1,Medium,0.74,0,1,0,Full,1,2,Binomial-Tree
Option,European Call,1,0,1,1,High,0.01,0,0,0,Full,1,1,Black-Scholes
Option,Swaption,0,0,1,0,Low,4.62,0,0,0,Partial,1,2,Black-Scholes
Option,Digital Option,0,0,1,0,Low,0.34,0,0,1,Partial,1,2,Monte-Carlo
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,11.55,1,0,0,Sparse,1,2,Credit-Model
Option,European Call,1,0,1,1,High,0.82,0,0,0,Full,1,2,Black-Scholes
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Commodity,Agriculture,1,0,0,1,Medium,0.75,0,0,0,Full,1,2,Cost-of-Carry
Bond,Corporate Bond (HY),1,1,0,1,Low,2.63,1,0,0,Sparse,1,2,Credit-Model
Commodity,Commodity Spot,1,0,0,1,Low,1.83,0,0,0,Partial,1,1,Cost-of-Carry
Equity,Fintech Stock,1,0,0,1,Medium,,0,0,0,Full,1,2,Relative
Option,Lookback Option,0,0,1,0,Medium,1.42,0,0,1,Sparse,1,3,Monte-Carlo
Commodity,Energy,1,0,0,1,High,1.03,0,0,0,Full,1,1,Cost-of-Carry
Option,American Put,1,0,1,1,High,1.6,0,1,0,Full,1,1,Binomial-Tree
Option,European Put,1,0,1,1,Medium,0.97,0,0,0,Full,1,1,Black-Scholes
Derivative,Interest Rate Swap,0,1,0,0,Medium,5.09,1,0,0,Full,0,2,DCF
Currency,EM FX Forward,0,0,0,0,Medium,0.46,0,0,0,Partial,1,2,Forward-Pricing
Currency,Major FX Forward,1,0,0,0,High,0.13,0,0,0,Full,1,1,Forward-Pricing
Currency,Cross Currency Swap,0,1,0,0,Low,5.78,1,0,0,Full,0,2,Forward-Pricing
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,6.53,1,0,0,Sparse,1,3,Credit-Model
Bond,Corporate Bond (IG),1,1,0,1,Medium,15.33,1,0,0,Full,1,2,DCF
Equity,Consumer Staple Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Currency,EM FX Forward,0,0,0,0,High,0.93,0,0,0,Partial,1,3,Forward-Pricing
Option,European Call,1,0,1,1,Medium,1.72,0,0,0,Full,1,2,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,Medium,27.13,1,0,0,Partial,1,2,DCF
Commodity,Industrial Metal,1,0,0,1,Medium,1.45,0,0,0,Full,1,1,Cost-of-Carry
Bond,Corporate Bond (HY),1,1,0,1,Medium,12.99,1,0,0,Sparse,1,2,Credit-Model
Option,OTC Equity Option,0,0,1,0,Medium,0.54,0,1,0,Partial,1,2,Binomial-Tree
Option,Asian Option,0,0,1,0,Low,0.57,0,0,1,Partial,1,3,Monte-Carlo
Option,Asian Option,0,0,1,0,Low,1.63,0,0,1,Sparse,1,3,Monte-Carlo
Option,OTC European Option,0,0,1,0,Medium,2.21,1,0,0,Full,1,1,Black-Scholes
Derivative,Commodity Future,1,0,0,1,Medium,1.9,0,0,0,Full,1,1,Cost-of-Carry
Equity,Index ETF,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Commodity,Commodity Spot,1,0,0,1,High,0.83,0,0,0,Full,1,1,Cost-of-Carry
Commodity,Precious Metal Spot,1,0,0,1,High,,0,0,0,Full,1,1,Cost-of-Carry
Option,European Put,1,0,1,1,Medium,1.35,0,0,0,Full,1,1,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,Low,1.89,1,0,0,Full,1,2,DCF
Bond,CDS,0,1,0,0,Medium,7.93,1,0,0,Sparse,0,3,Credit-Model
Option,Barrier Option,0,0,1,0,Low,0.82,0,0,1,Sparse,1,3,Monte-Carlo
Bond,Floating Rate Note,1,1,0,1,Medium,2.88,0,0,0,Full,1,1,DCF
Equity,E-commerce Stock,1,0,0,1,High,,0,0,0,Full,1,2,Relative
Option,Digital Option,0,0,1,0,Low,0.76,0,0,1,Partial,1,3,Monte-Carlo
Option,Asian Option,0,0,1,0,Low,0.19,0,0,1,Partial,1,3,Monte-Carlo
Equity,Large Cap Dividend,1,1,0,1,Medium,,0,0,0,Partial,1,1,Mark-to-Market
Equity,REIT,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Commodity,Agriculture,1,0,0,1,Medium,1.03,0,0,0,Full,1,1,Cost-of-Carry
Bond,Convertible Bond,1,1,1,1,Low,4.79,1,1,0,Partial,1,2,Credit-Model
Option,Swaption,0,0,1,0,Medium,5.21,0,0,0,Partial,1,3,Black-Scholes
Bond,Sovereign Emerging Bond,1,1,0,1,Low,11.51,1,0,0,Sparse,1,2,Credit-Model
Equity,Utility Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Option,European Option,1,0,1,1,High,1.25,0,0,0,Full,1,2,Black-Scholes
Option,Barrier Option,0,0,1,0,Medium,0.8,0,0,1,Partial,1,3,Monte-Carlo
Option,Asian Option,0,0,1,0,Medium,2.23,0,0,1,Sparse,1,3,Monte-Carlo
Equity,Utility Stock,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Currency,FX Forward,1,0,0,0,Medium,0.38,0,0,0,Full,1,1,Forward-Pricing
Equity,Biotech Stock,1,0,0,1,Medium,,0,0,0,Full,1,2,Relative
Currency,Major FX Forward,1,0,0,0,Medium,0.79,0,0,0,Full,1,1,Forward-Pricing
Option,Swaption,0,0,1,0,Medium,2.83,0,0,0,Partial,1,2,Black-Scholes
Commodity,Commodity Spot,1,0,0,1,Medium,0.72,0,0,0,Full,1,1,Cost-of-Carry
Option,European Option,1,0,1,1,Medium,0.47,0,0,0,Full,1,2,Black-Scholes
Equity,Utility Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Bond,Corporate Bond (HY),1,1,0,1,Low,12.48,1,0,0,Partial,1,2,Credit-Model
Bond,CDS,1,1,0,0,Low,5.6,1,0,0,Sparse,0,2,Credit-Model
Option,Asian Option,0,0,1,0,Medium,2.14,0,0,1,Sparse,1,3,Monte-Carlo
Bond,Government Bond,1,1,0,1,Medium,13.65,0,0,0,Full,1,1,DCF
Bond,CDS,1,1,0,0,Medium,7.98,1,0,0,Partial,0,3,Credit-Model
Bond,CDS,1,1,0,0,Medium,6.58,1,0,0,Partial,0,2,Credit-Model
Option,Barrier Option,0,0,1,0,Low,1.59,0,0,1,Partial,1,3,Monte-Carlo
Currency,Cross Currency Swap,0,1,0,0,Low,8.26,1,0,0,Partial,0,2,Forward-Pricing
Equity,E-commerce Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Option,American Put,1,0,1,1,Medium,1.47,0,1,0,Full,1,2,Binomial-Tree
Option,European Call,1,0,1,1,High,1.76,0,0,0,Full,1,2,Black-Scholes
Currency,EM FX Forward,0,0,0,0,Low,0.69,0,0,0,Sparse,1,3,Forward-Pricing
Option,European Call,1,0,1,1,Medium,1.36,0,0,0,Full,1,1,Black-Scholes
Derivative,Interest Rate Swap,0,1,0,0,High,18.51,1,0,0,Partial,0,2,DCF
Commodity,Industrial Metal,1,0,0,1,Low,1.68,0,0,0,Full,1,2,Cost-of-Carry
Currency,FX Forward,1,0,0,0,Medium,0.27,0,0,0,Full,1,2,Forward-Pricing
Bond,CDS,1,1,0,0,Medium,6.24,1,0,0,Sparse,0,3,Credit-Model
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Bond,Corporate Bond (IG),1,1,0,1,Medium,7.0,1,0,0,Partial,1,2,DCF
Commodity,Commodity Spot,1,0,0,1,High,1.28,0,0,0,Full,1,1,Cost-of-Carry
Currency,FX Forward,1,0,0,0,Medium,0.68,0,0,0,Full,1,1,Forward-Pricing
Option,Asian Option,0,0,1,0,Medium,2.44,0,0,1,Partial,1,2,Monte-Carlo
Bond,Corporate Bond (IG),1,1,0,1,Medium,5.9,1,0,0,Full,1,1,DCF
Option,Asian Option,0,0,1,0,Low,2.49,0,0,1,Partial,1,2,Monte-Carlo
Equity,Growth Tech Stock,1,0,0,1,High,,0,0,0,Full,1,2,Relative
Bond,CDS,1,1,0,0,Low,4.59,1,0,0,Partial,0,2,Credit-Model
Bond,Corporate Bond (IG),1,1,0,1,Low,9.01,1,0,0,Full,1,1,DCF
Bond,Corporate Bond (IG),1,1,0,1,Medium,17.79,1,0,0,Partial,1,2,DCF
Bond,Government Bond,1,1,0,1,High,29.22,0,0,0,Full,1,1,DCF
Option,American Put,1,0,1,1,Medium,0.48,0,1,0,Full,1,1,Binomial-Tree
Option,American Call,1,0,1,1,Medium,0.27,0,1,0,Full,1,2,Binomial-Tree
Derivative,Interest Rate Swap,0,1,0,0,Medium,15.33,1,0,0,Partial,0,2,DCF
Commodity,Industrial Metal,1,0,0,1,Medium,0.13,0,0,0,Full,1,1,Cost-of-Carry
Derivative,Equity Swap,0,1,0,0,Low,2.16,1,0,0,Partial,1,3,DCF
Bond,Government Bond,1,1,0,1,Medium,29.92,0,0,0,Full,1,2,DCF
Option,Swaption,0,0,1,0,Low,4.71,0,0,0,Partial,1,2,Black-Scholes
Bond,Government Bond,1,1,0,1,Medium,22.78,0,0,0,Full,1,2,DCF
Derivative,Interest Rate Swap,0,1,0,0,Medium,25.73,1,0,0,Full,0,2,DCF
Bond,Floating Rate Note,1,1,0,1,High,6.56,0,0,0,Partial,1,1,DCF
Bond,Corporate Bond (IG),1,1,0,1,High,5.26,1,0,0,Partial,1,2,DCF
Option,European Call,1,0,1,1,High,0.26,0,0,0,Full,1,1,Black-Scholes
Option,European Put,1,0,1,1,Medium,0.68,0,0,0,Full,1,2,Black-Scholes
Option,Lookback Option,0,0,1,0,Low,0.2,0,0,1,Partial,1,3,Monte-Carlo
Option,American Call,1,0,1,1,High,1.64,0,1,0,Partial,1,1,Binomial-Tree
Currency,Cross Currency Swap,0,1,0,0,Medium,9.11,1,0,0,Partial,0,2,Forward-Pricing
Commodity,Precious Metal Spot,1,0,0,1,High,,0,0,0,Full,1,1,Cost-of-Carry
Derivative,Interest Rate Swap,0,1,0,0,High,9.35,1,0,0,Full,0,2,DCF
Option,Digital Option,0,0,1,0,Medium,0.24,0,0,1,Partial,1,2,Monte-Carlo
Equity,Large Cap Dividend,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,European Put,1,0,1,1,Medium,1.84,0,0,0,Full,1,2,Black-Scholes
Equity,Fintech Stock,1,0,0,1,High,,0,0,0,Full,1,2,Relative
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,7.88,1,0,0,Partial,1,2,Credit-Model
Bond,Convertible Bond,1,1,1,1,Low,7.2,1,1,0,Partial,1,3,Credit-Model
Option,European Put,1,0,1,1,Medium,0.27,0,0,0,Full,1,2,Black-Scholes
Derivative,Interest Rate Swap,0,1,0,0,High,24.19,1,0,0,Partial,0,2,DCF
Currency,FX Forward,1,0,0,0,Medium,0.47,0,0,0,Full,1,2,Forward-Pricing
Derivative,Interest Rate Swap,0,1,0,0,High,27.84,1,0,0,Full,0,2,DCF
Equity,Biotech Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Bond,Government Bond,1,1,0,1,High,18.58,0,0,0,Partial,1,1,DCF
Bond,Corporate Bond (HY),1,1,0,1,Low,2.95,1,0,0,Partial,1,2,Credit-Model
Option,American Call,1,0,1,1,High,0.31,0,1,0,Full,1,2,Binomial-Tree
Option,European Call,1,0,1,1,High,1.61,0,0,0,Full,1,2,Black-Scholes
Commodity,Precious Metal,1,0,0,1,High,1.25,0,0,0,Full,1,1,Cost-of-Carry
Commodity,Agriculture,1,0,0,1,High,0.38,0,0,0,Full,1,2,Cost-of-Carry
Derivative,Interest Rate Swap,0,1,0,0,Medium,19.91,1,0,0,Full,0,2,DCF
Option,European Call,1,0,1,1,Medium,0.02,0,0,0,Full,1,2,Black-Scholes
Option,OTC European Option,0,0,1,0,Medium,1.75,1,0,0,Partial,1,2,Black-Scholes
Currency,FX Spot,1,0,0,0,Medium,0.73,0,0,0,Full,1,1,Forward-Pricing
Commodity,Precious Metal Spot,1,0,0,1,High,,0,0,0,Full,1,1,Cost-of-Carry
Derivative,Commodity Future,1,0,0,1,Medium,0.92,0,0,0,Full,1,1,Cost-of-Carry
Bond,Government Bond,1,1,0,1,Medium,26.27,0,0,0,Sparse,1,1,DCF
Bond,Government Bond,1,1,0,1,High,27.63,0,0,0,Partial,1,2,DCF
Option,American Call,1,0,1,1,High,0.61,0,1,0,Full,1,1,Binomial-Tree
Currency,Major FX Forward,1,0,0,0,Medium,0.83,0,0,0,Full,1,1,Forward-Pricing
Bond,Corporate Bond (IG),1,1,0,1,Medium,8.48,1,0,0,Partial,1,2,DCF
Bond,Government Bond,1,1,0,1,High,1.64,0,0,0,Partial,1,2,DCF
Bond,MBS,0,1,0,0,Low,20.18,1,0,0,Partial,0,2,DCF
Option,European Call,1,0,1,1,High,0.39,0,0,0,Full,1,1,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,High,24.01,1,0,0,Full,1,1,DCF
Bond,Corporate Bond (HY),1,1,0,1,Low,5.9,1,0,0,Sparse,1,2,Credit-Model
Currency,FX Forward,1,0,0,0,High,0.19,0,0,0,Full,1,2,Forward-Pricing
Bond,MBS,0,1,0,0,Low,9.66,1,0,0,Sparse,0,3,DCF
Equity,Energy Major Stock,1,1,0,1,High,,0,0,0,Partial,1,2,DDM
Equity,Green Energy Stock,1,0,0,1,High,,0,0,0,Full,1,2,Relative
Bond,Government Bond,1,1,0,1,High,6.0,0,0,0,Full,1,2,DCF
Derivative,FX Option,0,0,1,0,Low,1.42,0,0,0,Partial,1,3,Black-Scholes
Bond,Sovereign Emerging Bond,1,1,0,1,Low,7.91,1,0,0,Partial,1,2,DCF
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Government Bond,1,1,0,1,Medium,9.45,0,0,0,Full,1,1,DCF
Option,European Put,1,0,1,1,Medium,1.2,0,0,0,Full,1,1,Black-Scholes
Bond,Corporate Bond (HY),1,1,0,1,Low,9.34,1,0,0,Sparse,1,2,Credit-Model
Commodity,Precious Metal,1,0,0,1,High,0.81,0,0,0,Full,1,1,Cost-of-Carry
Bond,MBS,0,1,0,0,Low,8.52,1,0,0,Partial,0,3,DCF
Bond,Zero-Coupon Bond,1,1,0,1,Low,11.01,0,0,0,Full,1,3,DCF
Bond,MBS,0,1,0,0,Medium,8.17,1,0,0,Sparse,0,2,DCF
Option,Lookback Option,0,0,1,0,Medium,1.29,0,0,1,Partial,1,2,Monte-Carlo
Bond,Government Bond,1,1,0,1,High,23.55,0,0,0,Partial,1,2,DCF
Bond,Sovereign Emerging Bond,1,1,0,1,Low,13.46,1,0,0,Partial,1,2,DCF
Bond,Corporate Bond (IG),1,1,0,1,Medium,12.34,1,0,0,Full,1,2,DCF
Currency,EM FX Forward,0,0,0,0,Low,0.28,0,0,0,Sparse,1,3,Forward-Pricing
Option,Lookback Option,0,0,1,0,Low,1.29,0,0,1,Partial,1,3,Monte-Carlo
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Option,Lookback Option,0,0,1,0,Low,1.83,0,0,1,Partial,1,3,Monte-Carlo
Option,OTC European Option,0,0,1,0,Medium,2.5,1,0,0,Sparse,1,2,Black-Scholes
Option,Digital Option,0,0,1,0,Low,0.48,0,0,1,Sparse,1,3,Monte-Carlo
Option,Barrier Option,0,0,1,0,Low,1.67,0,0,1,Partial,1,3,Monte-Carlo
Bond,Government Bond,1,1,0,1,Medium,1.15,0,0,0,Partial,1,2,DCF
Bond,Government Bond ETF,1,1,0,1,High,6.227957326554884,0,0,0,Full,1,1,Mark-to-Market
Option,OTC European Option,0,0,1,0,Low,2.37,1,0,0,Partial,1,2,Black-Scholes
Option,Asian Option,0,0,1,0,Medium,1.92,0,0,1,Partial,1,3,Monte-Carlo
Option,Swaption,0,0,1,0,Low,9.2,0,0,0,Partial,1,2,Black-Scholes
