asset_class,asset_subclass,has_market_price,has_cash_flows,has_options_features,is_exchange_traded,liquidity,maturity_years,has_credit_risk,has_early_exercise,is_path_dependent,data_availability,volatility_available,ifrs_level,recommended_method
Bond,Corporate Bond,0,1,0,0,Medium,4.863087799962232,1,0,0,Partial,1,3,Credit-Model
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Partial,1,1,DCF
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Bond,Corporate Bond,1,1,0,1,High,5.267734281753414,0,0,0,Full,1,3,DCF
Bond,Government Bond,0,1,0,0,Medium,27.99813761694965,0,0,0,Full,1,1,DCF
Option,American Option,0,0,1,1,Low,1.5567560193092138,0,1,0,Partial,1,2,Binomial-Tree
Commodity,Precious Metal,1,0,0,1,High,0.8459997959454724,0,0,0,Full,1,1,Cost-of-Carry
Option,European Option,1,0,1,0,High,1.8754827379645145,0,0,0,Partial,1,1,Black-Scholes
Currency,FX Forward,1,0,0,0,Medium,0.778048806437261,0,0,0,Full,1,2,Forward-Pricing
Option,Lookback Option,0,0,1,0,Low,3.0876478328592336,0,0,1,Sparse,1,3,Monte-Carlo
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Currency,FX Forward,1,0,0,0,High,0.6422951688165052,0,0,0,Full,1,2,Forward-Pricing
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,European Option,0,0,1,0,Low,0.6786600676453651,0,0,0,Full,1,1,Black-Scholes
Bond,Government Bond,1,1,0,1,High,15.496953800917368,0,0,0,Partial,1,1,DCF
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Option,European Option,1,0,1,1,High,0.1483717531966586,0,0,0,Partial,1,1,Black-Scholes
Bond,Corporate Bond,1,1,0,0,Medium,3.494932553955353,1,0,0,Full,1,3,Credit-Model
Option,European Option,0,0,1,1,Medium,1.0966496627189382,0,0,0,Full,1,2,Black-Scholes
Commodity,Agriculture,1,0,0,1,High,0.9500929508362541,0,0,0,Full,1,1,Cost-of-Carry
Bond,Government Bond,1,1,0,0,High,21.185068443964266,0,0,0,Sparse,1,1,DCF
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Currency,FX Forward,1,0,0,0,Medium,0.37399828052960055,0,0,0,Full,1,2,Forward-Pricing
Bond,Corporate Bond,1,1,0,1,Low,29.266027285407993,1,0,0,Full,1,3,Credit-Model
Commodity,Agriculture,1,0,0,1,High,0.44412344963751016,0,0,0,Full,1,1,Cost-of-Carry
Option,Barrier Option,0,0,1,0,Medium,4.696555723856515,0,1,1,Sparse,0,3,Monte-Carlo
ETF,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Commodity,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,Asian Option,0,0,1,0,Low,1.7893249176195485,0,0,1,Sparse,1,3,Monte-Carlo
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,European Option,1,0,1,1,Low,1.9145346217352648,0,0,0,Full,1,2,Black-Scholes
Option,Asian Option,0,0,1,0,Medium,3.1670820596753098,0,1,1,Sparse,1,3,Monte-Carlo
Commodity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,European Option,1,0,1,1,Low,0.412246304597353,0,0,0,Full,1,1,Black-Scholes
Option,American Option,1,0,1,1,Medium,1.3713085511489866,0,1,0,Full,1,1,Binomial-Tree
Option,American Option,1,0,1,1,High,0.24097433491474574,0,1,0,Full,1,2,Binomial-Tree
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,Asian Option,0,0,1,0,Low,1.2307651109037363,0,0,1,Sparse,1,3,Monte-Carlo
Option,Digital Option,0,0,1,0,Low,4.914564582868594,0,0,1,Partial,0,3,Monte-Carlo
Currency,FX Forward,0,0,0,0,High,0.41820092358579086,0,0,0,Full,1,2,Forward-Pricing
Option,European Option,0,0,1,0,Low,1.3141338460197485,0,0,0,Partial,1,2,Black-Scholes
Option,European Option,1,0,1,1,Low,0.47505556274922145,0,0,0,Full,1,2,Black-Scholes
Equity,Growth Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DCF
ETF,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,European Option,1,0,1,1,High,1.071596656637428,0,0,0,Full,1,1,Black-Scholes
Option,American Option,1,0,1,1,Low,0.44356728358944103,0,1,0,Full,1,1,Binomial-Tree
Option,American Option,1,0,1,1,Low,1.049778076459552,0,1,0,Full,1,2,Binomial-Tree
Option,American Option,0,0,1,1,Low,1.9975250680948076,0,1,0,Full,1,1,Binomial-Tree
Currency,FX Forward,0,0,0,0,High,0.6589743230323487,0,0,0,Full,1,2,Forward-Pricing
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Option,Digital Option,0,0,1,0,Low,1.754030542446205,0,1,1,Sparse,0,3,Monte-Carlo
Derivative,Interest Rate Swap,0,1,0,0,Medium,6.989891123297981,1,0,0,Partial,0,3,DCF
Derivative,CDS,0,1,0,0,Low,18.919203401426582,1,0,0,Sparse,0,2,DCF
Option,European Option,1,0,1,0,Medium,0.24393748405916846,0,0,0,Full,1,1,Black-Scholes
Derivative,Currency Swap,0,1,0,0,Medium,8.593665410844011,1,0,0,Sparse,0,2,DCF
Bond,Government Bond,1,1,0,1,High,2.3471353828835535,0,0,0,Full,0,2,DCF
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Commodity,Industrial Metal,1,0,0,1,Medium,1.7938998950441225,0,0,0,Full,1,1,Cost-of-Carry
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,American Option,0,0,1,1,High,1.218947964284719,0,1,0,Full,1,1,Binomial-Tree
Bond,Government Bond,1,1,0,1,Low,4.41749945328659,0,0,0,Full,0,2,DCF
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,Lookback Option,0,0,1,0,Low,3.4143452338193243,0,0,1,Sparse,0,3,Monte-Carlo
Equity,Growth Stock,1,1,0,1,Low,,0,0,0,Full,1,1,DCF
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Bond,Government Bond,0,1,0,1,High,23.99928157426156,0,0,0,Full,0,2,DCF
Equity,Growth Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,Relative
Option,Asian Option,0,0,1,0,Low,4.282426181741251,0,0,1,Sparse,1,3,Monte-Carlo
Bond,Government Bond,0,1,0,1,Low,20.714600238449197,0,0,0,Full,1,2,DCF
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Option,American Option,1,0,1,1,Low,1.9236339985190074,0,1,0,Full,1,2,Binomial-Tree
Equity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Currency,FX Forward,1,0,0,0,High,0.11132501025286658,0,0,0,Full,1,2,Forward-Pricing
Option,Barrier Option,0,0,1,0,Low,4.467583663912115,0,1,1,Sparse,0,3,Monte-Carlo
Equity,Growth Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,Relative
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,DCF
Option,European Option,1,0,1,0,Low,0.44570944117465655,0,0,0,Partial,1,2,Black-Scholes
Bond,Corporate Bond,0,1,0,0,High,22.134563579068775,0,0,0,Partial,0,3,DCF
Derivative,CDS,0,1,0,0,Medium,16.82620849432835,1,0,0,Partial,0,3,DCF
Option,European Option,1,0,1,1,Low,1.661281184562164,0,0,0,Full,1,1,Black-Scholes
Bond,Corporate Bond,0,1,0,1,Medium,22.934325587565397,0,0,0,Sparse,0,3,DCF
Bond,Corporate Bond,0,1,0,0,Low,5.744869920010012,0,0,0,Partial,0,3,DCF
Bond,Government Bond,1,1,0,1,High,2.9717334125832076,0,0,0,Partial,1,1,DCF
Bond,Government Bond,1,1,0,1,High,15.861503841059076,0,0,0,Full,1,1,DCF
Option,Barrier Option,0,0,1,0,Medium,4.430556605074707,0,1,1,Sparse,1,3,Monte-Carlo
Currency,FX Forward,0,0,0,0,High,0.03984439219429027,0,0,0,Full,1,2,Forward-Pricing
Bond,Corporate Bond,1,1,0,0,Low,11.15540920562687,0,0,0,Full,0,2,DCF
Commodity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Growth Stock,1,1,0,1,Low,,0,0,0,Full,1,1,DCF
Option,European Option,1,0,1,1,High,0.993914399732431,0,0,0,Full,1,2,Black-Scholes
Option,European Option,1,0,1,1,High,1.1042717286027626,0,0,0,Full,1,1,Black-Scholes
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Equity,Growth Stock,1,1,0,1,Low,,0,0,0,Full,1,1,Relative
Option,American Option,0,0,1,1,Medium,1.9977127578255698,0,1,0,Partial,1,1,Binomial-Tree
Bond,Government Bond,1,1,0,1,Medium,2.367862291691812,0,0,0,Full,0,1,DCF
Derivative,CDS,0,1,0,0,Low,5.546313682715065,1,0,0,Sparse,0,3,DCF
Option,European Option,0,0,1,0,Medium,1.6529518648723018,0,0,0,Full,1,1,Black-Scholes
Currency,FX Forward,1,0,0,0,High,0.855682010817293,0,0,0,Full,1,2,Forward-Pricing
Option,Asian Option,0,0,1,0,Medium,4.044967962858038,0,0,1,Partial,1,3,Monte-Carlo
Currency,FX Forward,0,0,0,0,Medium,0.9366354357689672,0,0,0,Full,1,2,Forward-Pricing
Bond,Corporate Bond,0,1,0,1,Low,2.516093994794029,1,0,0,Sparse,1,3,Credit-Model
Commodity,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Partial,1,1,Relative
Derivative,CDS,0,1,0,0,Low,3.640924323636705,1,0,0,Sparse,0,3,DCF
Equity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Growth Stock,1,1,0,1,Low,,0,0,0,Full,1,1,DCF
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,DCF
Bond,Corporate Bond,0,1,0,0,Medium,19.572970945804332,1,0,0,Partial,0,2,Credit-Model
Option,American Option,1,0,1,1,Medium,1.669452743703143,0,1,0,Partial,1,1,Binomial-Tree
Option,European Option,1,0,1,1,High,0.7127261545605074,0,0,0,Partial,1,1,Black-Scholes
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
ETF,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Growth Stock,1,1,0,1,Low,,0,0,0,Partial,1,1,Relative
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Partial,1,1,Relative
Bond,Corporate Bond,0,1,0,1,High,23.912414249171693,0,0,0,Partial,1,3,DCF
Option,American Option,1,0,1,1,High,0.023708032959953797,0,1,0,Full,1,1,Binomial-Tree
Commodity,Precious Metal,1,0,0,1,High,0.3415573343714221,0,0,0,Full,1,1,Cost-of-Carry
Option,European Option,1,0,1,1,Medium,1.220263204099798,0,0,0,Full,1,2,Black-Scholes
Commodity,Agriculture,1,0,0,1,High,0.8189240239866626,0,0,0,Full,1,1,Cost-of-Carry
Derivative,CDS,0,1,0,0,Low,28.559411630050928,1,0,0,Partial,0,3,DCF
Option,American Option,1,0,1,1,High,1.997149292000436,0,1,0,Full,1,2,Binomial-Tree
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Bond,Government Bond,0,1,0,1,Low,29.845873995487043,0,0,0,Partial,0,1,DCF
Derivative,CDS,0,1,0,0,Medium,1.1177570023193943,1,0,0,Sparse,0,3,DCF
Bond,Corporate Bond,1,1,0,0,Medium,18.493178800885627,1,0,0,Full,0,3,Credit-Model
Bond,Government Bond,1,1,0,1,Medium,8.751310156633004,0,0,0,Full,0,1,DCF
Bond,Government Bond,0,1,0,0,High,21.308094142585617,0,0,0,Full,1,1,DCF
Derivative,Interest Rate Swap,0,1,0,0,Low,23.537434338654734,1,0,0,Sparse,0,3,DCF
Bond,Government Bond,0,1,0,1,High,27.485776853244246,0,0,0,Full,0,1,DCF
Commodity,Precious Metal,1,0,0,1,Medium,0.7056043421023979,0,0,0,Full,1,1,Cost-of-Carry
Option,European Option,1,0,1,0,Low,1.6448422389696928,0,0,0,Full,1,2,Black-Scholes
Equity,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,European Option,1,0,1,1,High,0.407419265338178,0,0,0,Partial,1,1,Black-Scholes
Commodity,Energy,1,0,0,1,Medium,1.2264281899719254,0,0,0,Full,1,1,Cost-of-Carry
Bond,Government Bond,1,1,0,1,High,9.362826588651828,0,0,0,Partial,1,2,DCF
Derivative,CDS,0,1,0,0,Low,16.50745174699182,1,0,0,Sparse,0,3,DCF
Bond,Government Bond,1,1,0,0,High,25.29945694847933,0,0,0,Partial,0,1,DCF
Option,American Option,0,0,1,1,Medium,0.31788813053096826,0,1,0,Full,1,2,Binomial-Tree
Commodity,Industrial Metal,1,0,0,1,High,0.3879170530019708,0,0,0,Full,1,1,Cost-of-Carry
Option,European Option,1,0,1,1,High,0.5825262154703174,0,0,0,Full,1,2,Black-Scholes
Bond,Government Bond,1,1,0,1,Medium,16.738238795427495,0,0,0,Full,0,1,DCF
Bond,Corporate Bond,1,1,0,0,Low,15.065521638197197,0,0,0,Full,0,3,DCF
Bond,Corporate Bond,0,1,0,0,Medium,24.537183418900753,1,0,0,Full,0,3,Credit-Model
Bond,Government Bond,1,1,0,1,High,2.0751514065423775,0,0,0,Partial,1,1,DCF
Derivative,CDS,0,1,0,0,Medium,18.927809943072194,1,0,0,Sparse,0,3,DCF
Bond,Government Bond,1,1,0,1,Medium,22.561839503949106,0,0,0,Sparse,0,1,DCF
Option,European Option,1,0,1,1,Medium,1.9569735822779966,0,0,0,Partial,1,1,Black-Scholes
Currency,FX Forward,0,0,0,0,High,0.5148617005633243,0,0,0,Full,1,2,Forward-Pricing
Option,Lookback Option,0,0,1,0,Low,3.6796074412629722,0,1,1,Sparse,0,3,Monte-Carlo
Bond,Corporate Bond,0,1,0,0,High,19.17815422803695,1,0,0,Full,0,3,Credit-Model
Option,European Option,0,0,1,0,High,0.8250042596528722,0,0,0,Full,1,2,Black-Scholes
Currency,FX Forward,0,0,0,0,High,0.2542451240675958,0,0,0,Full,1,2,Forward-Pricing
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,European Option,1,0,1,1,Medium,0.34508622883159035,0,0,0,Full,1,2,Black-Scholes
Commodity,Agriculture,1,0,0,1,High,1.7455058343466117,0,0,0,Full,1,1,Cost-of-Carry
Bond,Government Bond,1,1,0,1,High,7.425743363586359,0,0,0,Sparse,0,2,DCF
Option,American Option,1,0,1,1,Medium,1.7931298383540357,0,1,0,Partial,1,2,Binomial-Tree
Bond,Corporate Bond,0,1,0,1,Medium,4.07035522818075,0,0,0,Partial,0,3,DCF
Bond,Corporate Bond,0,1,0,0,Medium,10.308914323586036,1,0,0,Partial,0,2,Credit-Model
Bond,Government Bond,1,1,0,1,High,25.708183452447145,0,0,0,Full,0,1,DCF
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Equity,Growth Stock,1,1,0,1,Low,,0,0,0,Partial,1,1,Relative
Derivative,Interest Rate Swap,0,1,0,0,Low,4.700466941139101,1,0,0,Partial,0,2,DCF
Bond,Government Bond,1,1,0,1,Medium,7.0567454233757685,0,0,0,Full,1,1,DCF
Commodity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Commodity,Agriculture,1,0,0,1,High,0.6907069653020094,0,0,0,Full,1,1,Cost-of-Carry
Currency,FX Forward,0,0,0,0,Medium,0.8945776539853186,0,0,0,Full,1,2,Forward-Pricing
Bond,Government Bond,1,1,0,0,Medium,2.885990240597952,0,0,0,Full,1,1,DCF
Bond,Government Bond,1,1,0,1,High,29.603212149697608,0,0,0,Full,1,1,DCF
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
ETF,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Derivative,Currency Swap,0,1,0,0,Low,4.574143749205841,1,0,0,Partial,0,3,DCF
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Commodity,Agriculture,1,0,0,1,High,0.5572146766422648,0,0,0,Full,1,1,Cost-of-Carry
Bond,Corporate Bond,0,1,0,0,Medium,13.047847017170598,0,0,0,Full,0,2,DCF
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,DCF
Bond,Government Bond,1,1,0,1,Medium,7.608374395617729,0,0,0,Full,0,1,DCF
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,American Option,1,0,1,1,Medium,0.3293974528264841,0,1,0,Partial,1,1,Binomial-Tree
Option,Lookback Option,0,0,1,0,Low,1.66901912235929,0,0,1,Partial,1,3,Monte-Carlo
Commodity,Agriculture,1,0,0,1,High,1.6346181191563283,0,0,0,Full,1,1,Cost-of-Carry
Bond,Corporate Bond,0,1,0,1,Low,27.88031930223006,0,0,0,Sparse,0,2,DCF
Bond,Corporate Bond,0,1,0,0,Medium,27.775294609404135,1,0,0,Partial,1,3,Credit-Model
Equity,Growth Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DCF
Bond,Government Bond,1,1,0,0,High,11.64837121542255,0,0,0,Full,1,1,DCF
Bond,Corporate Bond,1,1,0,0,Low,17.591565947943984,0,0,0,Full,1,2,DCF
Bond,Government Bond,1,1,0,1,Medium,2.36247801986435,0,0,0,Full,1,2,DCF
Bond,Government Bond,1,1,0,1,High,28.744246579399064,0,0,0,Sparse,0,2,DCF
Commodity,Agriculture,1,0,0,1,High,0.5930379713726126,0,0,0,Full,1,1,Cost-of-Carry
Option,European Option,0,0,1,1,Medium,0.6943403560938151,0,0,0,Full,1,2,Black-Scholes
Commodity,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Corporate Bond,0,1,0,1,Low,22.791276208407776,1,0,0,Sparse,0,2,Credit-Model
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Derivative,Currency Swap,0,1,0,0,Medium,3.181054920207762,1,0,0,Partial,0,2,DCF
Equity,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Partial,1,1,DCF
Commodity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Currency,FX Forward,1,0,0,0,High,0.6679311843247111,0,0,0,Full,1,2,Forward-Pricing
Equity,Dividend Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,American Option,0,0,1,1,Medium,0.37383811944656553,0,1,0,Partial,1,2,Binomial-Tree
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Option,Lookback Option,0,0,1,0,Low,2.908361179804946,0,0,1,Sparse,0,3,Monte-Carlo
Option,American Option,1,0,1,1,High,0.45016965297785183,0,1,0,Partial,1,2,Binomial-Tree
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,DCF
Option,European Option,1,0,1,0,Low,0.32627599940602514,0,0,0,Full,1,1,Black-Scholes
Commodity,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Government Bond,1,1,0,1,High,21.942911254596076,0,0,0,Full,0,1,DCF
Bond,Government Bond,1,1,0,1,High,18.335176510604978,0,0,0,Partial,0,2,DCF
Equity,Growth Stock,1,1,0,1,Low,,0,0,0,Partial,1,1,Relative
Currency,FX Forward,1,0,0,0,Medium,0.6191041382367957,0,0,0,Full,1,2,Forward-Pricing
Derivative,CDS,0,1,0,0,Medium,24.438172084978586,1,0,0,Sparse,0,2,DCF
Option,Asian Option,0,0,1,0,Medium,3.945783190543364,0,1,1,Sparse,0,3,Monte-Carlo
Option,Digital Option,0,0,1,0,Medium,4.952224352813878,0,1,1,Partial,1,3,Monte-Carlo
Option,Digital Option,0,0,1,0,Low,3.94649595467556,0,1,1,Partial,1,3,Monte-Carlo
Option,American Option,0,0,1,1,Medium,0.42224479563613687,0,1,0,Partial,1,2,Binomial-Tree
Option,American Option,1,0,1,1,High,0.2665078185705366,0,1,0,Partial,1,1,Binomial-Tree
Bond,Government Bond,0,1,0,1,Medium,22.866778831718175,0,0,0,Full,1,1,DCF
Commodity,Precious Metal,1,0,0,1,Medium,1.982005967870445,0,0,0,Full,1,1,Cost-of-Carry
Bond,Government Bond,0,1,0,0,High,22.80833007888842,0,0,0,Full,1,1,DCF
Bond,Government Bond,1,1,0,1,Low,18.924314578874682,0,0,0,Full,1,2,DCF
Commodity,Energy,1,0,0,1,Medium,0.48239068532160867,0,0,0,Full,1,1,Cost-of-Carry
Derivative,CDS,0,1,0,0,Medium,9.2965455679441,1,0,0,Partial,0,2,DCF
Currency,FX Forward,1,0,0,0,Medium,0.7363424739978938,0,0,0,Full,1,2,Forward-Pricing
Currency,FX Forward,1,0,0,0,High,0.08715546784504838,0,0,0,Full,1,2,Forward-Pricing
Option,Lookback Option,0,0,1,0,Low,3.0314190851079936,0,1,1,Partial,1,3,Monte-Carlo
Option,Barrier Option,0,0,1,0,Medium,1.3184770391380933,0,0,1,Sparse,1,3,Monte-Carlo
Derivative,Interest Rate Swap,0,1,0,0,Medium,10.064522272165757,1,0,0,Sparse,0,3,DCF
Commodity,Energy,1,0,0,1,High,0.15779748884416633,0,0,0,Full,1,1,Cost-of-Carry
Commodity,Agriculture,1,0,0,1,High,1.3201936348178014,0,0,0,Full,1,1,Cost-of-Carry
Currency,FX Forward,0,0,0,0,High,0.04828754266887014,0,0,0,Full,1,2,Forward-Pricing
Equity,Dividend Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
ETF,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,European Option,1,0,1,1,Low,0.2745829763778194,0,0,0,Partial,1,2,Black-Scholes
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Currency,FX Forward,1,0,0,0,High,0.06829459741879002,0,0,0,Full,1,2,Forward-Pricing
Option,American Option,0,0,1,1,High,1.6239372302938706,0,1,0,Full,1,2,Binomial-Tree
Bond,Government Bond,1,1,0,1,Medium,6.756789486688337,0,0,0,Full,1,1,DCF
Commodity,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Commodity,Precious Metal,1,0,0,1,Medium,1.3111032958057245,0,0,0,Full,1,1,Cost-of-Carry
Option,European Option,1,0,1,1,High,0.6644966094897481,0,0,0,Full,1,2,Black-Scholes
Currency,FX Forward,0,0,0,0,Medium,0.3541171627079117,0,0,0,Full,1,2,Forward-Pricing
Currency,FX Forward,0,0,0,0,Medium,0.6385507199288268,0,0,0,Full,1,2,Forward-Pricing
Commodity,Precious Metal,1,0,0,1,High,1.3353697084479224,0,0,0,Full,1,1,Cost-of-Carry
Option,Barrier Option,0,0,1,0,Low,0.8543908961840267,0,0,1,Sparse,1,3,Monte-Carlo
Bond,Government Bond,0,1,0,0,High,22.889985723987913,0,0,0,Full,1,2,DCF
Bond,Corporate Bond,0,1,0,1,Low,10.887897235646667,1,0,0,Sparse,1,2,Credit-Model
Commodity,Agriculture,1,0,0,1,Medium,0.9157593564710372,0,0,0,Full,1,1,Cost-of-Carry
Bond,Government Bond,0,1,0,0,High,5.333905724854458,0,0,0,Full,0,1,DCF
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,DCF
Currency,FX Forward,1,0,0,0,High,0.5046945261785928,0,0,0,Full,1,2,Forward-Pricing
Commodity,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Currency,FX Forward,1,0,0,0,Medium,0.6813005010095249,0,0,0,Full,1,2,Forward-Pricing
Option,European Option,1,0,1,0,Low,1.9059327748599626,0,0,0,Partial,1,2,Black-Scholes
Commodity,Liquid Exchange-Traded,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Government Bond,1,1,0,0,High,9.629887550460657,0,0,0,Full,0,1,DCF
Bond,Government Bond,1,1,0,0,Medium,23.45129748926431,0,0,0,Full,1,1,DCF
ETF,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Option,Barrier Option,0,0,1,0,Low,4.762492322343656,0,1,1,Sparse,0,3,Monte-Carlo
Bond,Corporate Bond,0,1,0,0,Low,23.104149691111136,0,0,0,Partial,1,3,DCF
Equity,Growth Stock,1,1,0,1,Low,,0,0,0,Partial,1,1,Relative
Option,European Option,1,0,1,0,High,0.17067797818193312,0,0,0,Full,1,1,Black-Scholes
Option,Digital Option,0,0,1,0,Medium,4.8449629293975,0,1,1,Sparse,1,3,Monte-Carlo
Equity,Growth Stock,1,1,0,1,Low,,0,0,0,Full,1,1,Relative
Bond,Corporate Bond,0,1,0,0,Low,18.422972330848953,0,0,0,Sparse,1,3,DCF
Option,European Option,1,0,1,1,Low,0.11756183409388751,0,0,0,Partial,1,2,Black-Scholes
Bond,Government Bond,0,1,0,1,High,8.853326527304507,0,0,0,Full,1,1,DCF
Option,European Option,1,0,1,1,High,1.4154957555417296,0,0,0,Partial,1,1,Black-Scholes
Commodity,Industrial Metal,1,0,0,1,High,1.0109532312265446,0,0,0,Full,1,1,Cost-of-Carry
Option,American Option,0,0,1,1,Low,0.8648144816192934,0,1,0,Partial,1,2,Binomial-Tree
Bond,Corporate Bond,1,1,0,0,Medium,12.100738911688175,1,0,0,Sparse,1,3,Credit-Model
Bond,Government Bond,1,1,0,1,Low,19.046452428745884,0,0,0,Full,0,1,DCF
Bond,Corporate Bond,0,1,0,1,High,28.86164278036931,0,0,0,Partial,1,2,DCF
Commodity,Energy,1,0,0,1,Medium,1.456595650042644,0,0,0,Full,1,1,Cost-of-Carry
Derivative,Interest Rate Swap,0,1,0,0,Low,13.136975212927831,1,0,0,Partial,0,2,DCF
Option,Lookback Option,0,0,1,0,Low,2.3186545198071777,0,1,1,Partial,0,3,Monte-Carlo
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Bond,Corporate Bond,1,1,0,0,Low,25.648820584592954,1,0,0,Full,1,3,Credit-Model
Equity,Growth Stock,1,1,0,1,High,,0,0,0,Full,1,1,Relative
Option,European Option,0,0,1,1,Low,0.4454121207214962,0,0,0,Full,1,1,Black-Scholes
Equity,Liquid Exchange-Traded,1,0,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Derivative,Interest Rate Swap,0,1,0,0,Medium,18.992016866692477,1,0,0,Partial,0,2,DCF
Equity,Growth Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,Relative
Option,European Option,1,0,1,0,Medium,1.51508605525033,0,0,0,Partial,1,1,Black-Scholes
Option,European Option,1,0,1,1,High,0.8430087829708893,0,0,0,Partial,1,1,Black-Scholes
