asset_class,asset_subclass,has_market_price,has_cash_flows,has_options_features,is_exchange_traded,liquidity,maturity_years,has_credit_risk,has_early_exercise,is_path_dependent,data_availability,volatility_available,ifrs_level,recommended_method,risk_free_rate_3m,yield_10y,yield_curve_slope,implied_volatility_atm,iv_skew,beta,pe_ratio,dividend_yield,market_cap,debt_to_equity,duration_estimate,credit_spread_asset,convenience_yield,storage_cost_pct,asset_class_encoded,asset_subclass_encoded
Bond,Corporate Bond (IG),1,1,0,1,2,14.55,1,0,0,1,1,2,DCF,3.8522786514563823,4.463130092819875,0.2777697583648202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.084302610949571,2.9754795884268557,0.0,0.0,0,19
Option,Digital Option,0,0,1,0,0,0.75,0,0,1,2,1,3,Monte-Carlo,3.850467372954701,4.459857451262667,0.24791678145816606,1.0000000000000003e-05,0.06532817348381303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21
Option,Barrier Option,0,0,1,0,0,1.07,0,0,1,1,1,3,Monte-Carlo,3.8053731056202094,4.432438935530745,0.2781286277764945,1.0000000000000003e-05,0.055916313019611856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6
Currency,Major FX Forward,1,0,0,0,1,0.55,0,0,0,2,1,2,Forward-Pricing,3.809156924836865,4.452051035959803,0.24046553232617884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,52
Option,Digital Option,0,0,1,0,1,0.84,0,0,1,1,1,3,Monte-Carlo,3.879033631671662,4.4294950408901625,0.3138394634287788,1.0000000000000003e-05,0.05680647035120923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21
Bond,Government Bond,1,1,0,1,0,8.56,0,0,0,2,1,2,DCF,3.863530231787905,4.473141430272555,0.2597705386143976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.484753346613135,0.07301801078817666,0.0,0.0,0,38
Commodity,Commodity Spot,1,0,0,1,2,0.47,0,0,0,2,1,1,Cost-of-Carry,3.829396420469767,4.4587825701656865,0.29098521329937843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02715062805250304,0.02058207081255191,1,14
Bond,Convertible Bond,1,1,1,1,1,9.67,1,1,0,1,1,2,Credit-Model,3.8349286949878927,4.451561624118041,0.2740233278513162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.87134210425128,4.16401313499688,0.0,0.0,0,17
Equity,Energy Major Stock,1,1,0,1,1,-1.0,0,0,0,2,1,1,DDM,3.817919291383561,4.431275130719494,0.274835910020383,0.0,0.0,0.7139383603601273,27.84011389485901,3.9049687659741106,59454248212.75342,13.335734156273267,0.0,0.0,0.0,0.0,4,26
Bond,Government Bond,1,1,0,1,1,7.35,0,0,0,2,1,1,DCF,3.8382795544769364,4.453306530115032,0.24667852148307443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.701846729871217,0.48084505666394584,0.0,0.0,0,38
Option,Barrier Option,0,0,1,0,0,1.58,0,0,1,0,1,3,Monte-Carlo,3.816265966601165,4.450751568245977,0.2868688171816323,0.2500075,0.058025265736451545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6
Equity,Telecom Stock,1,1,0,1,1,-1.0,0,0,0,1,1,1,DDM,3.791080425413686,4.467085305436974,0.2709729426382876,0.0,0.0,1.2535876165120217,20.72359275252496,2.275113731432578,10637052380.569439,119.01342933642897,0.0,0.0,0.0,0.0,4,67
Currency,FX Forward,1,0,0,0,2,0.9,0,0,0,2,1,2,Forward-Pricing,3.8046922066883133,4.463724500912009,0.2794027937736874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,32
Derivative,Interest Rate Swap,0,1,0,0,2,22.58,1,0,0,2,0,2,DCF,3.830403926121339,4.477662940276369,0.2681857135430972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Bond,Government Bond,1,1,0,1,2,13.17,0,0,0,2,1,1,DCF,3.808340062440126,4.449193943079837,0.27260086125833205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.650079271282511,0.26015037554147524,0.0,0.0,0,38
Option,OTC European Option,0,0,1,0,1,0.84,1,0,0,1,1,2,Black-Scholes,3.828711636546906,4.418512823501018,0.25225656811536423,0.062509375,0.0501335900948906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,57
Derivative,Interest Rate Swap,0,1,0,0,1,18.4,1,0,0,1,0,2,DCF,3.8094202410948608,4.4821013711481354,0.2669421784633851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Bond,CDS,0,1,0,0,1,3.75,1,0,0,1,0,2,Credit-Model,3.815017922384087,4.439126474959025,0.26160221583361265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1763273484683694,2.4792472720873406,0.0,0.0,0,10
Bond,Sovereign Emerging Bond,1,1,0,1,1,17.25,1,0,0,1,1,2,DCF,3.8463381156178125,4.435315749717759,0.2558885760448773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.393176644699345,3.8647567952479034,0.0,0.0,0,65
Equity,Utility Stock,1,1,0,1,1,-1.0,0,0,0,2,1,1,DDM,3.834739252487308,4.459038501043963,0.27269051479389783,0.0,0.0,0.24300164981084166,27.53780895769159,4.999743586103668,561933647141.159,27.36611688071979,0.0,0.0,0.0,0.0,4,69
Derivative,Interest Rate Swap,0,1,0,0,2,18.49,1,0,0,1,0,2,DCF,3.8298149263318497,4.466740632438886,0.27726773911636987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Equity,REIT,1,1,0,1,2,-1.0,0,0,0,2,1,1,DDM,3.8468321600843027,4.448162348152563,0.2750154401945965,0.0,0.0,0.6205155836003905,29.76990647730475,2.9767227492052286,141842851794.34265,154.8832242931627,0.0,0.0,0.0,0.0,4,62
Equity,Growth Tech Stock,1,0,0,1,2,-1.0,0,0,0,1,1,2,Relative,3.839203654562602,4.44798715320326,0.2679547841032703,0.0,0.0,1.3562838032498474,372.5664591566463,0.44483456491485995,2781411054284.711,156.4565123848681,0.0,0.0,0.0,0.0,4,41
Bond,Treasury Bill,1,1,0,1,2,0.76,0,0,0,2,1,1,DCF,3.8577016870274634,4.451280113113828,0.27822218110060465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6028300204166825,0.16288135717116597,0.0,0.0,0,68
Currency,Major Currency Pair,1,0,0,1,2,-1.0,0,0,0,2,1,1,Forward-Pricing,3.821193695126665,4.4915888498271475,0.27484328423963506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,51
Commodity,Precious Metal,1,0,0,1,2,1.39,0,0,0,1,1,1,Cost-of-Carry,3.8217724901611985,4.459940278647453,0.27195054408989916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018074450911448523,0.00966910197377828,1,58
Bond,Corporate Bond (HY),1,1,0,1,1,8.83,1,0,0,1,1,3,Credit-Model,3.805083757548606,4.4384144286800025,0.2733230203993787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.257621832800016,3.3329405536561314,0.0,0.0,0,18
Commodity,Agriculture,1,0,0,1,1,0.32,0,0,0,1,1,1,Cost-of-Carry,3.821785019262318,4.438641431141064,0.2936600597953583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01685901394813534,0.022145767259542603,1,0
Bond,Zero-Coupon Bond,1,1,0,1,1,2.14,0,0,0,2,1,2,DCF,3.8484753434758923,4.454405282795313,0.24589852877194657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9642506499562222,0.1573473877200094,0.0,0.0,0,70
Commodity,Agriculture,1,0,0,1,1,1.04,0,0,0,2,1,1,Cost-of-Carry,3.8548947581788195,4.465304231928824,0.26362807660364174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032376861212394366,0.027927648068518746,1,0
Equity,Large Cap Growth,1,1,0,1,1,-1.0,0,0,0,2,1,1,DDM,3.8483898439688593,4.470792757611846,0.276763492172457,0.0,0.0,1.115268607714466,31.899382627819918,3.107877684322251,82391817474.50847,18.0330380412118,0.0,0.0,0.0,0.0,4,47
Equity,Energy Major Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,DDM,3.7956412257555785,4.462768736865793,0.23834528195034627,0.0,0.0,0.28450243190860075,14.375893575641037,2.1198152025281423,143087532062.15005,53.75263067893221,0.0,0.0,0.0,0.0,4,26
Equity,Large Cap Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.850742230822453,4.441226224274549,0.297651689666521,0.0,0.0,0.5285242622586597,20.981387266715085,0.9817290383208588,575606965464.4211,41.80671859484301,0.0,0.0,0.0,0.0,4,48
Bond,Floating Rate Note,1,1,0,1,2,6.0,0,0,0,1,1,2,DCF,3.79479236836434,4.450546109019794,0.2750963575144892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.538814186085849,0.021012734367859054,0.0,0.0,0,36
Option,European Put,1,0,1,1,2,1.07,0,0,0,2,1,2,Black-Scholes,3.847198946756943,4.4763661457655815,0.28913803528847437,1.0000000000000003e-05,0.067985305418995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Bond,MBS,0,1,0,0,1,24.11,1,0,0,1,0,2,DCF,3.8229569263161647,4.434442149281896,0.29239523757109726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.311597563166757,2.3413517608773318,0.0,0.0,0,50
Equity,Energy Major Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,DDM,3.8434535129618332,4.449613699334373,0.27824905857821264,0.0,0.0,0.6614165662523019,20.79534260359911,5.002233695001547,94777971122.27199,684.6240284587034,0.0,0.0,0.0,0.0,4,26
Bond,Corporate Bond (IG),1,1,0,1,1,18.9,1,0,0,1,1,2,DCF,3.804483614137819,4.473323421730754,0.22534812589111858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.223616132244333,2.6544851603477926,0.0,0.0,0,19
Equity,Utility Stock,1,1,0,1,2,-1.0,0,0,0,2,1,2,DDM,3.8524278601663227,4.479518775813964,0.2729538844346038,0.0,0.0,1.6411997763236632,21.82098488441216,1.9126731360197193,282102613309.05676,30.424859622336747,0.0,0.0,0.0,0.0,4,69
Currency,Major FX Spot,1,0,0,1,2,-1.0,0,0,0,2,1,1,Forward-Pricing,3.8019457336120914,4.455697987224662,0.2742377382705715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,53
Bond,Sovereign Emerging Bond,1,1,0,1,0,2.28,1,0,0,0,1,2,Credit-Model,3.817199088457162,4.450830088124271,0.2482626648885715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9360485201209303,3.945248432333697,0.0,0.0,0,65
Derivative,Interest Rate Swap,0,1,0,0,1,27.6,1,0,0,1,0,2,DCF,3.810886487878223,4.430516769905805,0.23420653086494322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Derivative,Interest Rate Swap,0,1,0,0,1,21.02,1,0,0,1,0,2,DCF,3.7964054450684492,4.471721770276814,0.27923338605602666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Bond,Corporate Bond (IG),1,1,0,1,0,9.72,1,0,0,1,1,1,DCF,3.831810202919319,4.489408786978773,0.24501619325564086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.673254807489064,3.9950069429975876,0.0,0.0,0,19
Bond,Floating Rate Note,1,1,0,1,0,3.08,0,0,0,2,1,2,DCF,3.8645866066065775,4.517202935506773,0.3112283441793353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7620995058907822,0.14421906049075656,0.0,0.0,0,36
Equity,Biotech Stock,1,0,0,1,1,-1.0,0,0,0,1,1,1,Relative,3.881071235007428,4.468617749892452,0.2752627456362627,0.0,0.0,0.3190779865435968,11.164582291781437,1.9745501836425832,924759496628.8961,75.43104857100877,0.0,0.0,0.0,0.0,4,7
Bond,Corporate Bond (IG),1,1,0,1,1,22.4,1,0,0,2,1,1,DCF,3.8318605333227023,4.458865383768339,0.29703023435009773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.001090421877677,4.565808064796164,0.0,0.0,0,19
Bond,Zero-Coupon Bond,1,1,0,1,2,18.12,0,0,0,2,1,2,DCF,3.8513844464175437,4.439488223326735,0.2706232679873552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.596088755775824,0.21393934651087015,0.0,0.0,0,70
Derivative,Interest Rate Swap,0,1,0,0,2,13.14,1,0,0,1,0,2,DCF,3.8344446123163314,4.418101490823528,0.28503077655952525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Derivative,Equity Swap,0,1,0,0,1,1.67,1,0,0,1,1,3,DCF,3.839553613179812,4.463946191269198,0.27106527862459395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,28
Currency,FX Forward,1,0,0,0,2,0.72,0,0,0,2,1,2,Forward-Pricing,3.8234478533309133,4.512412562379441,0.29011145860751303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,32
Commodity,Commodity Spot,1,0,0,1,1,1.99,0,0,0,2,1,1,Cost-of-Carry,3.8337357231218427,4.4883391127213494,0.22923336196929264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03242734470468927,0.0064116692169193835,1,14
Commodity,Energy,1,0,0,1,2,0.5,0,0,0,2,1,1,Cost-of-Carry,3.8402927171932126,4.484899383201238,0.28776295687778797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05006294657063239,0.025104723864525176,1,25
Equity,Small Cap,1,1,0,1,1,-1.0,0,0,0,1,1,1,Relative,3.8189224961920183,4.465476942820391,0.2833752832186839,0.0,0.0,0.21740521702404023,28.52381571917871,1.8951876178602565,207392574160.7219,230.3240921608188,0.0,0.0,0.0,0.0,4,64
Option,European Put,1,0,1,1,1,1.25,0,0,0,2,1,1,Black-Scholes,3.8285159841570495,4.4680173664742515,0.26691696683833915,0.500005,0.06601745223991552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Bond,Corporate Bond (IG),1,1,0,1,1,8.15,1,0,0,1,1,2,DCF,3.828881063221198,4.405950434802401,0.2618167223067037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.291965036162284,3.155686907441683,0.0,0.0,0,19
Bond,Sovereign Emerging Bond,1,1,0,1,0,20.53,1,0,0,0,1,2,Credit-Model,3.845825623526879,4.477003985951037,0.2640179549898042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.659484397962025,2.7753162346551274,0.0,0.0,0,65
Bond,MBS,0,1,0,0,1,19.86,1,0,0,0,0,3,DCF,3.80958548391333,4.447080705298459,0.27565533936763953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.662927110287216,4.124020988239751,0.0,0.0,0,50
Option,OTC European Option,0,0,1,0,1,1.05,1,0,0,1,1,2,Black-Scholes,3.8290129667051636,4.444351480170912,0.2942807872931189,1.0000000000000003e-05,0.06313587173902431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,57
Equity,Growth Tech Stock,1,0,0,1,1,-1.0,0,0,0,2,1,1,Relative,3.866614904732359,4.4527913699470165,0.25931621584444936,0.0,0.0,1.2532833196003286,27.43910083398593,5.091809356072149,71826559254.91763,30.126627680235227,0.0,0.0,0.0,0.0,4,41
Option,European Put,1,0,1,1,2,1.1,0,0,0,2,1,2,Black-Scholes,3.8522917519220203,4.452038799885242,0.23596465817682338,0.062509375,0.06101891095606996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Currency,Major FX Forward,1,0,0,0,2,0.23,0,0,0,1,1,1,Forward-Pricing,3.8558367787862187,4.443996726299032,0.31969161968490084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,52
Derivative,Equity Index Future,1,0,0,1,2,0.26,0,0,0,2,1,1,Forward-Pricing,3.8304678697394094,4.460309347209524,0.28343149129027334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,27
Commodity,Agriculture,1,0,0,1,2,0.78,0,0,0,2,1,2,Cost-of-Carry,3.8361471033445875,4.447550409604561,0.26217576771915985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04206246034504485,0.025885937010893565,1,0
Bond,Convertible Bond,1,1,1,1,0,4.13,1,1,0,1,1,2,Credit-Model,3.8491928225923613,4.462237201913362,0.29377693437994057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.455754780395914,2.5437872331852547,0.0,0.0,0,17
Commodity,Energy,1,0,0,1,2,0.76,0,0,0,2,1,1,Cost-of-Carry,3.8598788933905173,4.426835934735534,0.2886738780363017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062495912007020725,0.021298885178339905,1,25
Option,Lookback Option,0,0,1,0,0,0.32,0,0,1,1,1,3,Monte-Carlo,3.792626804218293,4.455226511714906,0.2798456474733976,0.062509375,0.04841118627216988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,49
Bond,Government Bond,1,1,0,1,2,23.75,0,0,0,2,1,2,DCF,3.8048092989699955,4.4355526083499965,0.26045896616010966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.098897713929425,0.35027650168509694,0.0,0.0,0,38
Equity,Fintech Stock,1,0,0,1,2,-1.0,0,0,0,1,1,1,Relative,3.8550758545418606,4.445695680197498,0.2833464503796863,0.0,0.0,0.9695258216760296,21.14017895306122,3.014188037316189,10434022975.970297,115.96072157469669,0.0,0.0,0.0,0.0,4,35
Option,OTC European Option,0,0,1,0,2,1.05,1,0,0,1,1,3,Black-Scholes,3.8246975688370277,4.4631977941996475,0.2917911764738538,0.062509375,0.0636350960539175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,57
Commodity,Precious Metal,1,0,0,1,2,1.63,0,0,0,2,1,1,Cost-of-Carry,3.817136546885708,4.424230853190965,0.23559854535418268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01134124074349011,0.028406484976339817,1,58
Bond,Zero-Coupon Bond,1,1,0,1,2,9.13,0,0,0,2,1,1,DCF,3.8059828170990344,4.441660315486832,0.2744898996394418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.051019986824485,0.13953294964217305,0.0,0.0,0,70
Equity,Biotech Stock,1,0,0,1,2,-1.0,0,0,0,2,1,2,Relative,3.8193714301654302,4.47268790578185,0.275963514055549,0.0,0.0,0.6633782779990117,28.351008761145703,0.24707020867668078,347053041257.07556,650.7715793720077,0.0,0.0,0.0,0.0,4,7
Bond,Municipal Bond,0,1,0,0,1,7.6,1,0,0,1,0,2,DCF,3.8031446282224337,4.428486134126392,0.275321533228577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.383523591022892,3.3727988314164543,0.0,0.0,0,55
Currency,FX Forward,1,0,0,0,2,0.99,0,0,0,2,1,1,Forward-Pricing,3.870044455322827,4.4996464372282166,0.2709236723303231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,32
Bond,CDS,1,1,0,0,1,8.3,1,0,0,1,0,2,Credit-Model,3.829570349604572,4.486858297421713,0.2937214615070776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.427971237812526,4.04138265043953,0.0,0.0,0,10
Equity,Utility Stock,1,1,0,1,1,-1.0,0,0,0,1,1,1,DDM,3.828890247125244,4.448972046016714,0.2657736613384563,0.0,0.0,0.9544431084496676,19.666228793426605,2.6159660850096196,130967204404.69987,13.193756113313157,0.0,0.0,0.0,0.0,4,69
Currency,Major FX Forward,1,0,0,0,1,0.16,0,0,0,2,1,1,Forward-Pricing,3.8412616683294645,4.442445223962393,0.2699442910142202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,52
Option,OTC European Option,0,0,1,0,1,1.14,1,0,0,1,1,2,Black-Scholes,3.8484289099914553,4.464503259844381,0.2763133063615687,1.0000000000000003e-05,0.05988418878914752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,57
Equity,ETF (Equity),1,0,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.8481137581980214,4.427721591668294,0.26643860945390324,0.0,0.0,1.6710948114306017,64.59165309573777,5.195612773673229,95023066411.0709,85.50502727841699,0.0,0.0,0.0,0.0,4,24
Option,European Call,1,0,1,1,2,1.8,0,0,0,2,1,1,Black-Scholes,3.85055986022583,4.4153522172362365,0.2422799748649765,1.0000000000000003e-05,0.07861585501224413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29
Option,OTC European Option,0,0,1,0,1,0.81,1,0,0,2,1,3,Black-Scholes,3.8179193077023554,4.449756826733628,0.2742826008737782,0.500005,0.045660253083353794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,57
Bond,Sovereign Emerging Bond,1,1,0,1,1,9.51,1,0,0,0,1,2,Credit-Model,3.824295850685076,4.457010712507001,0.27450912754742873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.666949549444235,4.699911779061332,0.0,0.0,0,65
Option,European Call,1,0,1,1,1,1.53,0,0,0,2,1,2,Black-Scholes,3.8447269562017197,4.462105727103084,0.2626966983716906,0.015634843750000002,0.05136021018360702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29
Bond,Corporate Bond (IG),1,1,0,1,2,25.58,1,0,0,2,1,1,DCF,3.8199004994696013,4.446291284260571,0.2673537016694135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26877761762089,4.555086150008071,0.0,0.0,0,19
Currency,Major FX Forward,1,0,0,0,2,0.83,0,0,0,2,1,2,Forward-Pricing,3.8299022079966787,4.488409012067291,0.20640259520719995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,52
Equity,Green Energy Stock,1,0,0,1,2,-1.0,0,0,0,2,1,2,Relative,3.837636326088735,4.426658385615809,0.29416812098668227,0.0,0.0,1.1069737314100627,14.798039560102195,0.36162368815693285,569616597059.7585,160.50371345224545,0.0,0.0,0.0,0.0,4,40
Currency,Major FX Forward,1,0,0,0,0,0.38,0,0,0,1,1,1,Forward-Pricing,3.8450362943262433,4.434616754390435,0.2880206035172116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,52
Option,OTC Equity Option,0,0,1,0,1,1.72,0,0,0,1,1,3,Black-Scholes,3.7959574095706103,4.470851981822029,0.2432433763903492,0.0312596875,0.04272671849132835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,56
Equity,Telecom Stock,1,1,0,1,1,-1.0,0,0,0,2,1,1,DDM,3.843687379195374,4.434095263300292,0.25649065509944835,0.0,0.0,0.96326066041978,31.100512151743057,0.9944462316084568,4397393669184.4136,67.70511423596479,0.0,0.0,0.0,0.0,4,67
Derivative,Interest Rate Swap,0,1,0,0,2,10.57,1,0,0,1,0,2,DCF,3.8255241842921395,4.4332328539159995,0.2989704272208314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Option,OTC European Option,0,0,1,0,1,1.42,1,0,0,1,1,1,Black-Scholes,3.843547815163053,4.46275081186622,0.24690298645358053,0.12500875,0.05641296614482932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,57
Option,Asian Option,0,0,1,0,0,2.77,0,0,1,0,1,2,Monte-Carlo,3.8448782419085954,4.436506445566953,0.27956917378472224,1.0000000000000003e-05,0.04118417038254508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4
Option,American Call,1,0,1,1,2,1.41,0,1,0,1,1,1,Binomial-Tree,3.860791573420432,4.457032217257368,0.2601596653783907,1.0000000000000003e-05,0.07044818042418577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
Equity,Green Energy Stock,1,0,0,1,1,-1.0,0,0,0,1,1,1,Relative,3.855918637351946,4.444393198719632,0.27820283913370286,0.0,0.0,0.34493319929899996,31.769486829856753,2.6761527625721726,409520918459.82385,69.67406942926489,0.0,0.0,0.0,0.0,4,40
Equity,Consumer Staple Stock,1,1,0,1,2,-1.0,0,0,0,2,1,2,DDM,3.855786847338987,4.440784899414788,0.27100276050314087,0.0,0.0,1.1800940984681483,19.937433825450164,3.2107315707184894,2658472530465.088,23.170740678542067,0.0,0.0,0.0,0.0,4,16
Option,European Put,1,0,1,1,1,1.79,0,0,0,2,1,2,Black-Scholes,3.857646286612034,4.413118589773007,0.26433536341445774,1.0000000000000003e-05,0.06951553715120168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Derivative,Interest Rate Swap,0,1,0,0,2,27.87,1,0,0,2,0,2,DCF,3.835579907559225,4.463112258307915,0.27777043746502866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Option,Digital Option,0,0,1,0,0,0.72,0,0,1,1,1,2,Monte-Carlo,3.8306163444167556,4.432187663175882,0.26013905628303063,0.500005,0.05699684427859358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21
Option,Digital Option,0,0,1,0,0,0.62,0,0,1,0,1,2,Monte-Carlo,3.8467144471428654,4.456248198861269,0.2343153425408901,0.12500875,0.048455946180196316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21
Currency,FX Forward,1,0,0,0,1,0.64,0,0,0,2,1,1,Forward-Pricing,3.8440193502199427,4.448580060766827,0.2514455546249249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,32
Bond,Corporate Bond (HY),1,1,0,1,1,2.18,1,0,0,0,1,1,Credit-Model,3.8240813815664625,4.455394870290992,0.24904282750238066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6889212118232497,3.6426125870432955,0.0,0.0,0,18
Option,American Call,1,0,1,1,2,0.17,0,1,0,2,1,2,Binomial-Tree,3.8377523682786787,4.456662239159504,0.23791761684158214,0.12500875,0.04335213857690741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
Currency,Major Currency Pair,1,0,0,1,2,-1.0,0,0,0,2,1,1,Forward-Pricing,3.8293279026610754,4.464317909995477,0.2773880013269537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,51
Currency,Cross Currency Swap,0,1,0,0,1,9.49,1,0,0,1,0,2,Forward-Pricing,3.8136471848029903,4.44377096757674,0.26654466618778944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20
Commodity,Agriculture,1,0,0,1,1,0.25,0,0,0,2,1,2,Cost-of-Carry,3.8547123231973575,4.487712131487796,0.277078821316196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016363901986666082,0.029158705938462363,1,0
Option,American Call,1,0,1,1,1,0.64,0,1,0,2,1,1,Binomial-Tree,3.831057065494451,4.418802978642921,0.28041502711206706,1.0000000000000003e-05,0.05155451791609594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
